Label;indegree;outdegree;Degree;modularity_class;eigencentrality;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;X;Y;Size;Color
KarlinaaNina;0;1;1;0;0;1;1;1;0;0.109757;0.492987;0;"#c0c0c0"
hidzhnslm;1;0;1;0;0.004568;0;0;0;0;0.101247;0.505719;0;"#c0c0c0"
gyukimme;0;1;1;1;0;1;1;1;0;0.366134;0.034609;0;"#c0c0c0"
caratstalk;1;0;1;1;0.004568;0;0;0;0;0.385385;0.042044;0;"#c0c0c0"
firmanadhi_p;0;1;1;2;0;1;1;1;0;0.636222;0.854234;0;"#c0c0c0"
Dampoz;1;0;1;2;0.004568;0;0;0;0;0.624821;0.861368;0;"#c0c0c0"
Legislator75;0;7;7;120;0;2;0.888889;0.9375;0;0.444535;0.556763;0.035088;"#005c50"
CNNIndonesia;34;0;34;120;0.155312;0;0;0;0;0.425288;0.559143;0.192982;"#005c50"
dudskeeyy;0;2;2;3;0;1;1;1;0;0.488068;0.042721;0.005848;"#c0c0c0"
diekycahyana;1;0;1;3;0.004568;0;0;0;0;0.489279;0.026265;0;"#c0c0c0"
f___yp;0;3;3;333;0;1;1;1;0;0.515768;0.208953;0.011696;"#ff7b00"
KoyimusSidik;1;0;1;333;0.004568;0;0;0;0;0.521836;0.166796;0;"#ff7b00"
kumparan;17;0;17;333;0.079979;0;0;0;0;0.472232;0.274438;0.093567;"#ff7b00"
adwibasuki;1;0;1;333;0.004568;0;0;0;0;0.535624;0.190024;0;"#ff7b00"
31r4_u7h4w;0;1;1;233;0;1;1;1;0;0.69434;0.463025;0;"#dba600"
tempodotco;43;0;43;233;0.20661;0;0;0;0;0.655978;0.455072;0.245614;"#dba600"
dinoridgid;0;3;3;110;0;1;1;1;0;0.789297;0.248613;0.011696;"#99d27a"
tanyarlfes;44;0;44;110;0.207962;0;0;0;0;0.776158;0.305203;0.251462;"#99d27a"
kataavana;1;0;1;110;0.004568;0;0;0;0;0.812893;0.240272;0;"#99d27a"
noxxignature;1;0;1;110;0.004568;0;0;0;0;0.770195;0.218542;0;"#99d27a"
CahyoMahanani;0;3;3;163;0;1;1;1;0;0.564602;0.569815;0.011696;"#4d6400"
ZakkiAmali;1;0;1;163;0.004568;0;0;0;0;0.604495;0.626128;0;"#4d6400"
widddsssss;0;2;2;4;0;1;1;1;0;0.270433;0.856853;0.005848;"#c0c0c0"
yourvunny;1;0;1;4;0.004568;0;0;0;0;0.252964;0.837117;0;"#c0c0c0"
thalissuffering;1;0;1;4;0.004568;0;0;0;0;0.286493;0.87501;0;"#c0c0c0"
rogue_mercenary;0;5;5;370;0;1;1;1;0;0.265979;0.65258;0.023392;"#c0c0c0"
ferrymahmud;1;0;1;370;0.004568;0;0;0;0;0.238537;0.670545;0;"#c0c0c0"
ridwanhr;1;0;1;370;0.004568;0;0;0;0;0.230457;0.684712;0;"#c0c0c0"
iqbalalghi;0;1;1;17;0;1;1;1;0;0.619139;0.059052;0;"#c0c0c0"
famajiid;2;0;2;17;0.009136;0;0;0;0;0.643398;0.061499;0.005848;"#c0c0c0"
ndlg0x;0;1;1;5;0;1;1;1;0;0.303945;0.12793;0;"#c0c0c0"
JurnalAkuntansi;2;0;2;5;0.009136;0;0;0;0;0.305196;0.114432;0.005848;"#c0c0c0"
fachryalauddin;0;1;1;536;0;1;1;1;0;0.466392;0.498917;0;"#ffa584"
prabowo;172;0;172;536;1;0;0;0;0;0.492046;0.440879;1;"#ffa584"
HasnanAnand;0;1;1;6;0;1;1;1;0;0.077564;0.324248;0;"#c0c0c0"
bhaguz_403;1;0;1;6;0.004568;0;0;0;0;0.105142;0.319163;0;"#c0c0c0"
masih_kuliah;0;1;1;120;0;1;1;1;0;0.392384;0.528344;0;"#005c50"
lisalebe;0;1;1;7;0;1;1;1;0;0.598191;0.021985;0;"#c0c0c0"
emgininamakuu;2;0;2;7;0.009136;0;0;0;0;0.572645;0.006284;0.005848;"#c0c0c0"
arillavarendra;0;2;2;246;0;1;1;1;0;0.724178;0.709475;0.005848;"#35b3ff"
WagimanDeep212_;5;0;5;246;0.02284;0;0;0;0;0.700571;0.688165;0.023392;"#35b3ff"
van_tovich;1;0;1;246;0.004568;0;0;0;0;0.716384;0.7365;0;"#35b3ff"
roflumilasted;0;1;1;437;0;1;1;1;0;0.431663;0.218472;0;"#00d0d2"
BudiBukanIntel;12;0;12;437;0.054816;0;0;0;0;0.460313;0.263448;0.064327;"#00d0d2"
RizalFauzan6;0;1;1;536;0;2;0.6;0.666667;0;0.658247;0.304569;0;"#ffa584"
FayaAtika;2;2;4;536;0.009136;1;1;1;0;0.611243;0.368011;0.017544;"#ffa584"
zitomcavalera;0;1;1;287;0;1;1;1;0;0.513499;0.763189;0;"#babaaf"
Strategi_Bisnis;22;0;22;287;0.107466;0;0;0;0;0.503229;0.688925;0.122807;"#babaaf"
faridism;0;1;1;333;0;1;1;1;0;0.465959;0.208878;0;"#ff7b00"
NgilmuKantiLaku;0;1;1;120;0;1;1;1;0;0.460437;0.592987;0;"#005c50"
ickyhp;0;3;3;618;0;1;1;1;0;0.42896;0.305441;0.011696;"#ff56b5"
polisiolahraga;3;0;3;618;0.013704;0;0;0;0;0.448506;0.429013;0.011696;"#ff56b5"
jniferrrr;1;0;1;618;0.004568;0;0;0;0;0.397042;0.243115;0;"#ff56b5"
titisanrendang;1;0;1;618;0.004568;0;0;0;0;0.440061;0.242921;0;"#ff56b5"
Kasayanto_;0;6;6;437;0;1;1;1;0;0.337661;0.427676;0.02924;"#00d0d2"
Mayapada0812;1;0;1;437;0.004568;0;0;0;0;0.281743;0.412069;0;"#00d0d2"
geloraco;16;0;16;333;0.073088;0;0;0;0;0.336745;0.3639;0.087719;"#ff7b00"
wietj4k;0;8;8;359;0;1;1;1;0;0.571211;0.468104;0.040936;"#ff86ff"
mozam_05;1;0;1;359;0.004568;0;0;0;0;0.638048;0.462942;0;"#ff86ff"
msaid_didu;13;0;13;359;0.068243;0;0;0;0;0.549159;0.545107;0.070175;"#ff86ff"
jokowi;28;0;28;596;0.158657;0;0;0;0;0.449087;0.439054;0.157895;"#dd99e5"
icik___;1;0;1;359;0.004568;0;0;0;0;0.638702;0.443832;0;"#ff86ff"
SangGedang5357;1;0;1;359;0.004568;0;0;0;0;0.628292;0.445032;0;"#ff86ff"
jnymine;0;3;3;536;0;1;1;1;0;0.586777;0.339645;0.011696;"#ffa584"
yaniarsim;8;0;8;536;0.036544;0;0;0;0;0.503784;0.383744;0.040936;"#ffa584"
ArayaaVk8429;1;0;1;536;0.004568;0;0;0;0;0.644417;0.296507;0;"#ffa584"
Mattree29;1;0;1;536;0.004568;0;0;0;0;0.630124;0.290497;0;"#ffa584"
ultramilkyuju;0;1;1;8;0;1;1;1;0;0.658585;0.943317;0;"#c0c0c0"
unsoedfess_;1;0;1;8;0.004568;0;0;0;0;0.657547;0.958878;0;"#c0c0c0"
KaoruSusuSapi;0;1;1;9;0;1;1;1;0;0.697266;0.943441;0;"#c0c0c0"
VRchama;1;0;1;9;0.004568;0;0;0;0;0.694021;0.960054;0;"#c0c0c0"
wahju_wibowo;0;3;3;75;0;1;1;1;0;0.566096;0.411475;0.011696;"#00e3ff"
LexWu_13;4;0;4;75;0.018272;0;0;0;0;0.644834;0.502713;0.017544;"#00e3ff"
BrigsOnlineShop;0;1;1;536;0;1;1;1;0;0.618663;0.553897;0;"#ffa584"
susipudjiastuti;8;0;8;536;0.036544;0;0;0;0;0.56807;0.50671;0.040936;"#ffa584"
cozyzone666;0;5;5;596;0;1;1;1;0;0.405121;0.306668;0.023392;"#dd99e5"
tvOneNews;2;0;2;596;0.009136;0;0;0;0;0.430417;0.233315;0.005848;"#dd99e5"
Lamno422632;0;1;1;536;0;1;1;1;0;0.588217;0.20622;0;"#ffa584"
JaenoXTM;2;0;2;536;0.009136;0;0;0;0;0.574737;0.242892;0.005848;"#ffa584"
fuk_min;0;1;1;333;0;1;1;1;0;0.473417;0.220918;0;"#ff7b00"
wisono_;0;1;1;10;0;1;1;1;0;0.314575;0.1039;0;"#c0c0c0"
danissasha;1;0;1;10;0.004568;0;0;0;0;0.321982;0.092585;0;"#c0c0c0"
roufphysio;0;2;2;11;0;1;1;1;0;0.117719;0.375124;0.005848;"#c0c0c0"
AdrianWaworuntu;1;0;1;11;0.004568;0;0;0;0;0.12101;0.361958;0;"#c0c0c0"
Coming_soon_8;1;0;1;11;0.004568;0;0;0;0;0.116973;0.388645;0;"#c0c0c0"
Petanidesa13;0;1;1;12;0;1;1;1;0;0.664709;0.097776;0;"#c0c0c0"
vaniepink;2;0;2;12;0.009136;0;0;0;0;0.658606;0.113063;0.005848;"#c0c0c0"
wunderwumen_;0;1;1;13;0;1;1;1;0;0.676119;0.079414;0;"#c0c0c0"
moonanneback;1;0;1;13;0.004568;0;0;0;0;0.683366;0.054178;0;"#c0c0c0"
masguntur01;0;3;3;74;0;1;1;1;0;0.658533;0.687275;0.011696;"#c0c0c0"
NOTASLIMBOY;8;0;8;246;0.038867;0;0;0;0;0.638775;0.598056;0.040936;"#35b3ff"
jajattea80;1;0;1;74;0.004568;0;0;0;0;0.694456;0.704211;0;"#c0c0c0"
revolutia;2;0;2;437;0.013783;0;0;0;0;0.430281;0.42697;0.005848;"#00d0d2"
tilehopper;0;2;2;39;0;2;0.75;0.833333;0;0.200554;0.39824;0.005848;"#7cce00"
blisscotheque;1;0;1;39;0.004568;0;0;0;0;0.201518;0.37151;0;"#7cce00"
Scouting4you;0;2;2;211;0;1;1;1;0;0.844152;0.322287;0.005848;"#c0c0c0"
TradingDiary2;1;0;1;211;0.004568;0;0;0;0;0.846818;0.309053;0;"#c0c0c0"
missteepsyy;0;1;1;14;0;1;1;1;0;0.716085;0.779208;0;"#c0c0c0"
kochengfs;3;0;3;14;0.013704;0;0;0;0;0.705618;0.787384;0.011696;"#c0c0c0"
darmantahu;0;1;1;12;0;1;1;1;0;0.639347;0.108406;0;"#c0c0c0"
officialinews_;1;6;7;158;0.004568;1;1;1;0;0.526153;0.480876;0.035088;"#853b22"
hnirankara;7;0;7;536;0.034299;0;0;0;0;0.536391;0.56967;0.035088;"#ffa584"
UmatAkhirZama15;0;1;1;15;0;1;1;1;0;0.92538;0.554688;0;"#c0c0c0"
KwetiawJozz;1;0;1;15;0.004568;0;0;0;0;0.942573;0.554707;0;"#c0c0c0"
conquerme;0;1;1;16;0;1;1;1;0;0.997921;0.542729;0;"#c0c0c0"
om_AL1802;1;0;1;16;0.004568;0;0;0;0;0.999251;0.526974;0;"#c0c0c0"
drofxoni;0;2;2;17;0;1;1;1;0;0.670437;0.055997;0.005848;"#c0c0c0"
ufuffufff;1;0;1;17;0.004568;0;0;0;0;0.694211;0.040522;0;"#c0c0c0"
roy1alien;0;3;3;120;0;1;1;1;0;0.180246;0.563054;0.011696;"#005c50"
e100ss;5;0;5;120;0.02284;0;0;0;0;0.179815;0.621249;0.023392;"#005c50"
ajotegie;0;1;1;633;0;1;1;1;0;0.371494;0.848331;0;"#c0c0c0"
iwanfals;2;0;2;633;0.009136;0;0;0;0;0.427109;0.853042;0.005848;"#c0c0c0"
moeniccca;0;1;1;18;0;1;1;1;0;0.714684;0.07503;0;"#c0c0c0"
sorceressmyr;1;0;1;18;0.004568;0;0;0;0;0.738138;0.076109;0;"#c0c0c0"
kring_pajak;36;42;78;75;0.239465;1;1;1;0.00009;0.804879;0.534953;0.450292;"#00e3ff"
Yosheko888;1;0;1;75;0.100953;0;0;0;0;0.852669;0.494195;0;"#00e3ff"
si.oyen.2024;0;3;3;74;0;1;1;1;0;0.555253;0.807416;0.011696;"#c0c0c0"
unmagnetism;6;0;6;74;0.027408;0;0;0;0;0.478221;0.803678;0.02924;"#c0c0c0"
sarjanashopeee;0;1;1;19;0;1;1;1;0;0.039659;0.610714;0;"#c0c0c0"
kacang_godhog;1;0;1;19;0.004568;0;0;0;0;0.024139;0.601028;0;"#c0c0c0"
inilahdotcom;2;0;2;596;0.009136;0;0;0;0;0.378004;0.238451;0.005848;"#dd99e5"
AKamjaya;1;0;1;596;0.004568;0;0;0;0;0.361553;0.262627;0;"#dd99e5"
Aryanis17917;0;1;1;20;0;1;1;1;0;0.221725;0.325366;0;"#c0c0c0"
txtdrjkt;5;0;5;20;0.02284;0;0;0;0;0.235032;0.330697;0.023392;"#c0c0c0"
yollandamaria;1;0;1;3;0.004568;0;0;0;0;0.482502;0.05926;0;"#c0c0c0"
BayuAngora;1;0;1;596;0.004568;0;0;0;0;0.375011;0.251561;0;"#dd99e5"
F15TY;0;2;2;348;0;1;1;1;0;0.746326;0.80578;0.005848;"#c0c0c0"
BaseBDG;2;0;2;348;0.009136;0;0;0;0;0.766687;0.785818;0.005848;"#c0c0c0"
quantxmleap;1;0;1;348;0.004568;0;0;0;0;0.736905;0.817565;0;"#c0c0c0"
irwanchaniago1;0;1;1;21;0;1;1;1;0;0.383142;0.122944;0;"#c0c0c0"
tifsembiring;1;0;1;21;0.004568;0;0;0;0;0.370886;0.131506;0;"#c0c0c0"
kkmanti;0;1;1;22;0;1;1;1;0;0.895972;0.729769;0;"#c0c0c0"
anak_5okin;1;0;1;22;0.004568;0;0;0;0;0.910998;0.730437;0;"#c0c0c0"
SENDYYeah;0;1;1;23;0;1;1;1;0;0.908177;0.484127;0;"#c0c0c0"
alifahzhou;1;0;1;23;0.004568;0;0;0;0;0.907377;0.470375;0;"#c0c0c0"
okino2x;0;1;1;24;0;1;1;1;0;0.866689;0.635271;0;"#c0c0c0"
S4N_W1B1;2;0;2;24;0.009136;0;0;0;0;0.888774;0.615788;0.005848;"#c0c0c0"
soulofdarkne55;0;2;2;536;0;1;1;1;0;0.56943;0.334331;0.005848;"#ffa584"
Gerindra;34;0;34;536;0.191275;0;0;0;0;0.524255;0.393125;0.192982;"#ffa584"
kangparkiir;0;1;1;20;0;1;1;1;0;0.216235;0.353073;0;"#c0c0c0"
jambi_bro;0;1;1;536;0;1;1;1;0;0.551974;0.42948;0;"#ffa584"
AistillHere;0;1;1;536;0;1;1;1;0;0.447901;0.400114;0;"#ffa584"
one_ted;0;1;1;25;0;1;1;1;0;0.119831;0.77134;0;"#c0c0c0"
sanrizzwoo;1;0;1;25;0.004568;0;0;0;0;0.113919;0.758721;0;"#c0c0c0"
Gedebus99;0;1;1;20;0;1;1;1;0;0.246577;0.308524;0;"#c0c0c0"
RamaAdamfaathir;1;2;3;618;0.004568;1;1;1;0;0.643868;0.552434;0.011696;"#ff56b5"
Rajahutan70;1;0;1;618;0.006891;0;0;0;0;0.719428;0.545838;0;"#ff56b5"
VIVAcoid;2;0;2;618;0.011459;0;0;0;0;0.722363;0.518248;0.005848;"#ff56b5"
Nebulavexion;0;1;1;26;0;1;1;1;0;0.515895;0.133629;0;"#c0c0c0"
sosmedkeras;5;0;5;26;0.02284;0;0;0;0;0.502969;0.140231;0.023392;"#c0c0c0"
seryur12;0;1;1;282;0;1;1;1;0;0.198149;0.461487;0;"#ff5166"
YLBHI;5;0;5;282;0.02284;0;0;0;0;0.249261;0.478608;0.023392;"#ff5166"
freakincatt0;0;1;1;27;0;1;1;1;0;0.047414;0.587064;0;"#c0c0c0"
emeraldafz;1;0;1;27;0.004568;0;0;0;0;0.022238;0.585117;0;"#c0c0c0"
Iqlima_uhuy;0;2;2;596;0;1;1;1;0;0.333268;0.406842;0.005848;"#dd99e5"
Penyuka_ombak;2;0;2;596;0.009136;0;0;0;0;0.268382;0.379929;0.005848;"#dd99e5"
angavatarr;0;1;1;282;0;1;1;1;0;0.196881;0.447565;0;"#ff5166"
thatsbabayagaa;0;1;1;28;0;1;1;1;0;0.183846;0.129216;0;"#c0c0c0"
TeddGus;1;0;1;28;0.004568;0;0;0;0;0.20596;0.112538;0;"#c0c0c0"
PutraIranda;0;1;1;536;0;1;1;1;0;0.544195;0.435348;0;"#ffa584"
hamsuryas;0;1;1;246;0;1;1;1;0;0.677641;0.64761;0;"#35b3ff"
lucatheia;0;1;1;29;0;1;1;1;0;0.326084;0.954269;0;"#c0c0c0"
pearlpufie;1;0;1;29;0.004568;0;0;0;0;0.334347;0.971106;0;"#c0c0c0"
MF_Rais;0;1;1;30;0;1;1;1;0;0.127819;0.757415;0;"#c0c0c0"
reyreyhan__;1;0;1;30;0.004568;0;0;0;0;0.121604;0.732671;0;"#c0c0c0"
prayogiach68717;0;3;3;359;0;2;0.8;0.875;0;0.24277;0.685006;0.011696;"#ff86ff"
CakKhum;5;0;5;359;0.02284;0;0;0;0;0.25888;0.618756;0.023392;"#ff86ff"
CocoLatii;1;0;1;359;0.004568;0;0;0;0;0.23709;0.700869;0;"#ff86ff"
cerpen25;1;1;2;359;0.004568;1;1;1;0;0.252823;0.724535;0.005848;"#ff86ff"
RT_Udeen;0;1;1;31;0;1;1;1;0;0.7507;0.918636;0;"#c0c0c0"
putripramess;1;0;1;31;0.004568;0;0;0;0;0.761542;0.926183;0;"#c0c0c0"
rudalantarbenua;0;3;3;32;0;1;1;1;0;0.359315;0.891309;0.011696;"#c0c0c0"
sneezygirl2;1;0;1;32;0.004568;0;0;0;0;0.347367;0.897713;0;"#c0c0c0"
kopididid;1;0;1;32;0.004568;0;0;0;0;0.37368;0.88837;0;"#c0c0c0"
_RyanKu;1;0;1;32;0.004568;0;0;0;0;0.359879;0.906244;0;"#c0c0c0"
xvbthetic;0;1;1;110;0;1;1;1;0;0.816098;0.349084;0;"#99d27a"
satrio_ari;0;1;1;618;0;1;1;1;0;0.735308;0.658287;0;"#ff56b5"
tanyakanrl;27;0;27;618;0.123336;0;0;0;0;0.722864;0.616317;0.152047;"#ff56b5"
wong_clayten;0;1;1;633;0;1;1;1;0;0.571647;0.187258;0;"#c0c0c0"
fajarnugros;6;0;6;633;0.029731;0;0;0;0;0.59597;0.237449;0.02924;"#c0c0c0"
Fkhrhsni;0;1;1;33;0;1;1;1;0;0.157737;0.135486;0;"#c0c0c0"
modeainin;1;0;1;33;0.004568;0;0;0;0;0.160737;0.1489;0;"#c0c0c0"
arhesvisha;0;9;9;148;0;1;1;1;0;0.567848;0.346037;0.046784;"#00a7d4"
SBYudhoyono;3;0;3;148;0.013704;0;0;0;0;0.49868;0.325177;0.011696;"#00a7d4"
abigailimuriaa;1;0;1;148;0.004568;0;0;0;0;0.551393;0.276098;0;"#00a7d4"
sigitwid;2;0;2;148;0.009136;0;0;0;0;0.62935;0.371849;0.005848;"#00a7d4"
Y_D_Y_P;1;0;1;148;0.004568;0;0;0;0;0.526933;0.270948;0;"#00a7d4"
SherlockGantan;1;0;1;148;0.004568;0;0;0;0;0.515555;0.276103;0;"#00a7d4"
humaira979;1;0;1;148;0.004568;0;0;0;0;0.538594;0.277744;0;"#00a7d4"
denismalhotra;3;0;3;148;0.016027;0;0;0;0;0.466647;0.347324;0.011696;"#00a7d4"
masduke_x;0;1;1;34;0;1;1;1;0;0.558859;0.995203;0;"#c0c0c0"
PetrolWeeb;1;0;1;34;0.004568;0;0;0;0;0.544745;0.997541;0;"#c0c0c0"
hwang_hyunj1n;0;1;1;537;0;1;1;1;0;0.368683;0.784312;0;"#c0c0c0"
convomf;16;0;16;537;0.075411;0;0;0;0;0.386467;0.747223;0.087719;"#c0c0c0"
zuniarfitrah;0;1;1;148;0;1;1;1;0;0.678707;0.400994;0;"#00a7d4"
notyourbaehehe;0;2;2;35;0;1;1;1;0;0.760426;0.142858;0.005848;"#c0c0c0"
starfess;1;0;1;35;0.004568;0;0;0;0;0.753241;0.128849;0;"#c0c0c0"
theothentic;1;0;1;35;0.004568;0;0;0;0;0.77405;0.156263;0;"#c0c0c0"
cupus909;0;1;1;618;0;1;1;1;0;0.749345;0.641939;0;"#ff56b5"
tejawijaya31;0;1;1;36;0;1;1;1;0;0.065312;0.626052;0;"#c0c0c0"
BaleBengong;1;0;1;36;0.004568;0;0;0;0;0.064848;0.640179;0;"#c0c0c0"
NBR90;0;1;1;233;0;1;1;1;0;0.754982;0.456981;0;"#dba600"
KamissWagee;0;2;2;246;0;1;1;1;0;0.485202;0.773101;0.005848;"#35b3ff"
lira1ssl;1;0;1;246;0.004568;0;0;0;0;0.50936;0.816088;0;"#35b3ff"
cobeh2022;2;0;2;246;0.009136;0;0;0;0;0.473187;0.698816;0.005848;"#35b3ff"
whotfismitty;0;3;3;39;0;3;0.472222;0.539216;0;0.193056;0.475944;0.011696;"#7cce00"
Ogaman888;3;9;12;39;0.022404;2;0.714286;0.8;0.000002;0.236898;0.468035;0.064327;"#7cce00"
arkassssabbiqe;1;0;1;39;0.004568;0;0;0;0;0.164481;0.474958;0;"#7cce00"
footycinephile;9;1;10;39;0.054248;1;1;1;0.000001;0.183621;0.450347;0.052632;"#7cce00"
Kirana60393630;0;1;1;536;0;2;0.6;0.666667;0;0.661246;0.322099;0;"#ffa584"
MahrezNabil2016;0;3;3;39;0;1;1;1;0;0.208224;0.472014;0.011696;"#7cce00"
aewin86;9;0;9;39;0.043435;0;0;0;0;0.257766;0.50373;0.046784;"#7cce00"
hypergengsi;4;0;4;39;0.031408;0;0;0;0;0.236186;0.432674;0.017544;"#7cce00"
vizharra;1;0;1;39;0.004568;0;0;0;0;0.170375;0.461742;0;"#7cce00"
wawan20609915;0;1;1;37;0;1;1;1;0;0.322875;0.906496;0;"#c0c0c0"
ScherazadeMS;1;0;1;37;0.004568;0;0;0;0;0.32173;0.921412;0;"#c0c0c0"
alexsetiawan02;0;1;1;148;0;1;1;1;0;0.289417;0.243161;0;"#00a7d4"
RadioElshinta;3;0;3;148;0.013704;0;0;0;0;0.323535;0.251809;0.011696;"#00a7d4"
hendraddict;0;1;1;233;0;1;1;1;0;0.735341;0.47136;0;"#dba600"
Armyn_AP;0;2;2;38;0;1;1;1;0;0.906101;0.230618;0.005848;"#c0c0c0"
tangguhph_;1;0;1;38;0.004568;0;0;0;0;0.92113;0.230785;0;"#c0c0c0"
irfantf;1;0;1;38;0.004568;0;0;0;0;0.903905;0.20476;0;"#c0c0c0"
detikfinance;3;0;3;120;0.013704;0;0;0;0;0.23413;0.536137;0.011696;"#005c50"
MubaraBakar;0;1;1;148;0;1;1;1;0;0.275818;0.246209;0;"#00a7d4"
Demizuu1;1;5;6;39;0.013354;3;0.5;0.611111;0;0.221525;0.437673;0.02924;"#7cce00"
ferdiii220_;2;0;2;39;0.022272;0;0;0;0;0.226899;0.421508;0.005848;"#7cce00"
Mealvid;2;0;2;39;0.022272;0;0;0;0;0.21556;0.426641;0.005848;"#7cce00"
PribumiArema;0;4;4;333;0;2;0.833333;0.9;0;0.370559;0.343635;0.017544;"#ff7b00"
ronaldy596;2;0;2;333;0.009136;0;0;0;0;0.374389;0.264396;0.005848;"#ff7b00"
mynameis_g72;1;0;1;75;0.100953;0;0;0;0;0.857079;0.566073;0;"#00e3ff"
abuhanzhalah1;0;1;1;359;0;2;0.666667;0.75;0;0.666405;0.603937;0;"#ff86ff"
NenkMonica;21;1;22;359;0.098251;1;1;1;0.000001;0.623344;0.569997;0.122807;"#ff86ff"
muhammadun_al;0;2;2;536;0;1;1;1;0;0.530284;0.469928;0.005848;"#ffa584"
BANGSAygSUJUD;10;0;10;608;0.074673;0;0;0;0;0.549071;0.485863;0.052632;"#00d737"
Earthwithoutyou;0;5;5;39;0;1;1;1;0;0.303641;0.420192;0.023392;"#7cce00"
yusufagro;2;0;2;39;0.016998;0;0;0;0;0.415072;0.362891;0.005848;"#7cce00"
baesunyrizaldi;0;1;1;158;0;1;1;1;0;0.686881;0.270647;0;"#853b22"
ARSIPAJA;28;0;28;158;0.130227;0;0;0;0;0.643247;0.315938;0.157895;"#853b22"
jasmineavline;0;1;1;40;0;1;1;1;0;0.616132;0.074761;0;"#c0c0c0"
sunkissingpeach;1;0;1;40;0.004568;0;0;0;0;0.612945;0.088606;0;"#c0c0c0"
cakkadull;0;1;1;41;0;1;1;1;0;0.912704;0.755234;0;"#c0c0c0"
danurumbara;1;0;1;41;0.004568;0;0;0;0;0.898229;0.779981;0;"#c0c0c0"
svnelv;0;2;2;42;0;1;1;1;0;0.057714;0.528893;0.005848;"#c0c0c0"
ditoverge;1;0;1;42;0.004568;0;0;0;0;0.045475;0.515901;0;"#c0c0c0"
_mardial_;1;0;1;42;0.004568;0;0;0;0;0.07755;0.519963;0;"#c0c0c0"
Alfienzy;0;1;1;75;0;1;1;1;0;0.579198;0.218653;0;"#00e3ff"
asumsico;8;0;8;75;0.038867;0;0;0;0;0.574886;0.295289;0.040936;"#00e3ff"
official99944;0;1;1;437;0;1;1;1;0;0.440849;0.208698;0;"#00d0d2"
cumaJamal;0;3;3;536;0;1;1;1;0;0.493814;0.510355;0.011696;"#ffa584"
BosPurwa;17;0;17;536;0.079979;0;0;0;0;0.414612;0.517083;0.093567;"#ffa584"
IhsanMuch;0;1;1;43;0;1;1;1;0;0.053068;0.299875;0;"#c0c0c0"
jek___;1;0;1;43;0.004568;0;0;0;0;0.048229;0.285456;0;"#c0c0c0"
ajoraharjo;0;1;1;44;0;1;1;1;0;0.100031;0.464894;0;"#c0c0c0"
ibunya_gian;1;0;1;44;0.004568;0;0;0;0;0.106744;0.452008;0;"#c0c0c0"
HidayatMazz;0;1;1;282;0;1;1;1;0;0.358868;0.706941;0;"#ff5166"
Tan_Mar3M;11;0;11;282;0.050248;0;0;0;0;0.368516;0.657323;0.05848;"#ff5166"
mochacieno;0;2;2;39;0;2;0.75;0.833333;0;0.168333;0.488328;0.005848;"#7cce00"
kleponwajik;1;0;1;39;0.004568;0;0;0;0;0.164854;0.521727;0;"#7cce00"
opooposihsi007;0;1;1;45;0;1;1;1;0;0.907464;0.380956;0;"#c0c0c0"
CakD3pp;1;0;1;45;0.004568;0;0;0;0;0.898519;0.39688;0;"#c0c0c0"
JhonSitorus_18;16;0;16;163;0.073088;0;0;0;0;0.434105;0.642892;0.087719;"#4d6400"
tegarhafidz;0;1;1;536;0;1;1;1;0;0.669492;0.549983;0;"#ffa584"
prastow;9;0;9;536;0.043435;0;0;0;0;0.613673;0.503903;0.046784;"#ffa584"
cherrybuumbz;0;1;1;46;0;1;1;1;0;0.11425;0.262806;0;"#c0c0c0"
ony0urmarkiz;1;0;1;46;0.004568;0;0;0;0;0.125684;0.271234;0;"#c0c0c0"
Fatih_hoppus;0;1;1;633;0;1;1;1;0;0.584488;0.194983;0;"#c0c0c0"
Ra_meldo;0;2;2;536;0;1;1;1;0;0.616539;0.414769;0.005848;"#ffa584"
MardaniAliSera;3;0;3;536;0.016027;0;0;0;0;0.676323;0.389981;0.011696;"#ffa584"
satia_nagara;0;2;2;233;0;1;1;1;0;0.726709;0.40833;0.005848;"#dba600"
Ko_aliong;1;0;1;233;0.004568;0;0;0;0;0.767103;0.376966;0;"#dba600"
didienAZHAR;1;0;1;437;0.004568;0;0;0;0;0.285789;0.437586;0;"#00d0d2"
Los_Pogos;0;2;2;536;0;1;1;1;0;0.393082;0.385239;0.005848;"#ffa584"
tidar_pp;1;0;1;536;0.004568;0;0;0;0;0.323966;0.355669;0;"#ffa584"
wannafigh;0;5;5;158;0;1;1;1;0;0.696301;0.480954;0.023392;"#853b22"
amelcewaw;0;11;11;536;0;1;1;1;0;0.560706;0.438838;0.05848;"#ffa584"
TOM5helby;5;0;5;536;0.02284;0;0;0;0;0.665481;0.371093;0.023392;"#ffa584"
Abou_Omar20;1;4;5;536;0.004568;1;1;1;0;0.604375;0.386203;0.023392;"#ffa584"
KompasTV;14;0;14;333;0.066275;0;0;0;0;0.526985;0.339319;0.076023;"#ff7b00"
Dahnilanzar;6;0;6;536;0.029731;0;0;0;0;0.588323;0.367919;0.02924;"#ffa584"
praba127;0;3;3;596;0;1;1;1;0;0.667468;0.429267;0.011696;"#dd99e5"
