Label;indegree;outdegree;Degree;modularity_class;eigencentrality;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;X;Y;Size;Color
nin_hychan;0;1;1;354;0;1;1;1;0;0.055739;0.715924;0;"#c0c0c0"
maysluxnoctis;1;0;1;354;0.004568;0;0;0;0;0.055995;0.700762;0;"#c0c0c0"
chardbandung;0;7;7;333;0;1;1;1;0;0.430435;0.350811;0.035088;"#ff7b00"
HsThinker;1;0;1;333;0.004568;0;0;0;0;0.422071;0.280171;0;"#ff7b00"
feriamsari;1;0;1;333;0.004568;0;0;0;0;0.408767;0.280671;0;"#ff7b00"
ellycoIe;0;1;1;355;0;1;1;1;0;0.945647;0.339619;0;"#c0c0c0"
marienjka;1;0;1;355;0.004568;0;0;0;0;0.920591;0.342345;0;"#c0c0c0"
CakraAjiPS;0;1;1;246;0;1;1;1;0;0.303282;0.502412;0;"#35b3ff"
Ndrewstjan;3;0;3;246;0.013704;0;0;0;0;0.368055;0.497814;0.011696;"#35b3ff"
MSena060;0;1;1;356;0;1;1;1;0;0.796433;0.838381;0;"#c0c0c0"
shanophile;1;0;1;356;0.004568;0;0;0;0;0.798037;0.823323;0;"#c0c0c0"
AlayBerisik;0;1;1;337;0;1;1;1;0;0.301474;0.684037;0;"#5d426a"
ddulkhab;0;1;1;110;0;1;1;1;0;0.810432;0.328363;0;"#99d27a"
keivjs;0;1;1;357;0;1;1;1;0;0.928362;0.756336;0;"#c0c0c0"
djotogame;1;0;1;357;0.004568;0;0;0;0;0.935261;0.74433;0;"#c0c0c0"
ssfly17;0;1;1;596;0;1;1;1;0;0.374905;0.432248;0;"#dd99e5"
aintn0thing;0;1;1;358;0;1;1;1;0;0.722856;0.930415;0;"#c0c0c0"
cunayah092;1;0;1;358;0.004568;0;0;0;0;0.73862;0.912933;0;"#c0c0c0"
browniebitessss;0;1;1;110;0;1;1;1;0;0.790811;0.27777;0;"#99d27a"
mus_theib;0;1;1;359;0;1;1;1;0;0.378655;0.666746;0;"#ff86ff"
DutaAdijaya;0;1;1;360;0;1;1;1;0;0.443531;0.080561;0;"#c0c0c0"
PapersBoy;1;0;1;360;0.004568;0;0;0;0;0.454217;0.089759;0;"#c0c0c0"
itsurboihyl;1;0;1;437;0.004568;0;0;0;0;0.429837;0.167681;0;"#00d0d2"
FayNay67;0;1;1;337;0;1;1;1;0;0.336794;0.695898;0;"#5d426a"
Blevensky58;0;1;1;344;0;1;1;1;0;0.273538;0.258072;0;"#00c381"
dearjuyeons;0;1;1;361;0;1;1;1;0;0.09947;0.799231;0;"#c0c0c0"
punyajuyeon;1;0;1;361;0.004568;0;0;0;0;0.098623;0.786511;0;"#c0c0c0"
niamkhaizun;0;1;1;276;0;1;1;1;0;0.17786;0.669732;0;"#c0c0c0"
cassiorion9;0;1;1;362;0;1;1;1;0;0.613003;0.951292;0;"#c0c0c0"
aragogloxx;1;0;1;362;0.004568;0;0;0;0;0.610255;0.973195;0;"#c0c0c0"
AnuBeast_;0;1;1;618;0;1;1;1;0;0.799041;0.45204;0;"#ff56b5"
hoteliercrypto;2;0;2;618;0.009136;0;0;0;0;0.769618;0.482252;0.005848;"#ff56b5"
PaltiWest;6;0;6;536;0.027408;0;0;0;0;0.512335;0.61888;0.02924;"#ffa584"
aniesbaswedan;7;0;7;344;0.044485;0;0;0;0;0.446081;0.470936;0.035088;"#00c381"
brunoNewBorn;0;1;1;363;0;1;1;1;0;0.02418;0.465816;0;"#c0c0c0"
alyapedia;1;0;1;363;0.004568;0;0;0;0;0.029465;0.452918;0;"#c0c0c0"
gagitujugakeles;0;1;1;364;0;1;1;1;0;0.500619;0.03578;0;"#c0c0c0"
ultramym;1;0;1;364;0.004568;0;0;0;0;0.508905;0.048259;0;"#c0c0c0"
EvanYousufRush;0;1;1;74;0;1;1;1;0;0.475446;0.831563;0;"#c0c0c0"
Mas_zobirin;0;1;1;333;0;1;1;1;0;0.560744;0.198263;0;"#ff7b00"
Erislov3;1;1;2;384;0.004568;1;1;1;0;0.188816;0.872207;0.005848;"#c0c0c0"
K_landestie;1;0;1;384;0.006891;0;0;0;0;0.190334;0.858217;0;"#c0c0c0"
reiwacaniago;0;1;1;333;0;1;1;1;0;0.556864;0.181657;0;"#ff7b00"
DeKha_Jog;0;2;2;233;0;1;1;1;0;0.699587;0.565133;0.005848;"#dba600"
indina85941205;0;2;2;365;0;1;1;1;0;0.282663;0.160879;0.005848;"#c0c0c0"
BudiGSadikin;1;0;1;365;0.004568;0;0;0;0;0.268616;0.142556;0;"#c0c0c0"
incitu;1;0;1;365;0.004568;0;0;0;0;0.283275;0.144542;0;"#c0c0c0"
jr_boyke;0;3;3;282;0;1;1;1;0;0.416286;0.502526;0.011696;"#ff5166"
Pray__93;1;0;1;282;0.004568;0;0;0;0;0.409747;0.573335;0;"#ff5166"
AirinDatangLagi;2;0;2;344;0.009136;0;0;0;0;0.487444;0.370394;0.005848;"#00c381"
SuaraAnies;1;0;1;344;0.004568;0;0;0;0;0.437915;0.577412;0;"#00c381"
Imam_SJi77;0;3;3;536;0;1;1;1;0;0.446699;0.363566;0.011696;"#ffa584"
presiden;1;0;1;536;0.004568;0;0;0;0;0.402749;0.293339;0;"#ffa584"
islah_bahrawi;2;0;2;536;0.009136;0;0;0;0;0.441638;0.409745;0.005848;"#ffa584"
Salvatore_exs;0;12;12;163;0;1;1;1;0;0.360033;0.475969;0.064327;"#4d6400"
kenhans03;1;0;1;163;0.004568;0;0;0;0;0.294738;0.464739;0;"#4d6400"
DioR3b0rn;1;0;1;163;0.004568;0;0;0;0;0.299963;0.435292;0;"#4d6400"
HumorJonTampan;4;0;4;163;0.018272;0;0;0;0;0.365579;0.545885;0.017544;"#4d6400"
Mata_Netizen62;4;0;4;163;0.018272;0;0;0;0;0.379971;0.535865;0.017544;"#4d6400"
b4yuw;1;0;1;163;0.004568;0;0;0;0;0.308993;0.44356;0;"#4d6400"
Jogja24Jam;1;0;1;163;0.004568;0;0;0;0;0.288567;0.486591;0;"#4d6400"
AntoniusCDN;4;0;4;163;0.018272;0;0;0;0;0.378375;0.548377;0.017544;"#4d6400"
Jateng_Twit;1;0;1;163;0.004568;0;0;0;0;0.308534;0.459958;0;"#4d6400"
dcristnugroho;4;0;4;163;0.018272;0;0;0;0;0.370079;0.52987;0.017544;"#4d6400"
faridahamberi;1;0;1;344;0.004568;0;0;0;0;0.400747;0.553279;0;"#00c381"
bemui;1;0;1;344;0.004568;0;0;0;0;0.452202;0.580811;0;"#00c381"
aludiman;0;2;2;596;0;1;1;1;0;0.670616;0.518717;0.005848;"#dd99e5"
gunggunaa;0;1;1;366;0;1;1;1;0;0.761848;0.117897;0;"#c0c0c0"
Swenn6we;1;0;1;366;0.004568;0;0;0;0;0.775982;0.116322;0;"#c0c0c0"
GedeUdhaya;0;1;1;359;0;1;1;1;0;0.691048;0.78203;0;"#ff86ff"
wxnderxe;0;1;1;367;0;1;1;1;0;0.369551;0.118033;0;"#c0c0c0"
pejulaude;1;0;1;367;0.004568;0;0;0;0;0.35685;0.116363;0;"#c0c0c0"
jendydy2;0;1;1;368;0;1;1;1;0;0.441485;0.096766;0;"#c0c0c0"
dnd_chl;1;0;1;368;0.004568;0;0;0;0;0.445427;0.123555;0;"#c0c0c0"
TriwidodoAries;0;1;1;75;0;1;1;1;0;0.634344;0.581904;0;"#00e3ff"
_haye_;0;1;1;369;0;1;1;1;0;0.784596;0.909413;0;"#c0c0c0"
leksa;1;0;1;369;0.004568;0;0;0;0;0.796979;0.902051;0;"#c0c0c0"
yoga2721;1;0;1;370;0.006891;0;0;0;0;0.232244;0.586597;0;"#c0c0c0"
uhuiylah;0;2;2;536;0;1;1;1;0;0.621208;0.40067;0.005848;"#ffa584"
indodax;2;0;2;536;0.009136;0;0;0;0;0.714986;0.398268;0.005848;"#ffa584"
LambeGPT;0;1;1;371;0;1;1;1;0;0.415834;0.09142;0;"#c0c0c0"
0tk0il;1;0;1;371;0.004568;0;0;0;0;0.413759;0.10612;0;"#c0c0c0"
pandji;3;0;3;39;0.013704;0;0;0;0;0.355673;0.462116;0.011696;"#7cce00"
ileristi;0;1;1;372;0;1;1;1;0;0.932554;0.450066;0;"#c0c0c0"
SimoneNoConte;1;0;1;372;0.004568;0;0;0;0;0.918748;0.447599;0;"#c0c0c0"
yeo8ie;0;2;2;373;0;1;1;1;0;0.469029;0.099591;0.005848;"#c0c0c0"
mshirataka;1;0;1;373;0.004568;0;0;0;0;0.455521;0.104094;0;"#c0c0c0"
uyuyeocang;1;0;1;373;0.004568;0;0;0;0;0.489763;0.099098;0;"#c0c0c0"
zumimbar48113;0;1;1;536;0;1;1;1;0;0.716918;0.338487;0;"#ffa584"
missamiyaa;0;1;1;120;0;1;1;1;0;0.457616;0.567284;0;"#005c50"
Aldhisqs9;0;1;1;374;0;1;1;1;0;0.130205;0.540836;0;"#c0c0c0"
bbgjulianto;3;0;3;374;0.013704;0;0;0;0;0.117243;0.532455;0.011696;"#c0c0c0"
campingkehutan;0;1;1;287;0;1;1;1;0;0.726445;0.278062;0;"#babaaf"
maya_zizy;0;2;2;26;0;1;1;1;0;0.542093;0.148983;0.005848;"#c0c0c0"
ArmiaSonhaj;1;0;1;26;0.004568;0;0;0;0;0.580459;0.149731;0;"#c0c0c0"
AKurnia23871241;0;2;2;287;0;1;1;1;0;0.712295;0.220278;0.005848;"#babaaf"
karetnyaduua;1;0;1;287;0.004568;0;0;0;0;0.70207;0.190435;0;"#babaaf"
Agussus59420656;0;1;1;337;0;1;1;1;0;0.279223;0.676389;0;"#5d426a"
KakSuraya76;0;1;1;333;0;1;1;1;0;0.346282;0.234179;0;"#ff7b00"
ari_aditya;0;2;2;233;0;1;1;1;0;0.589759;0.438667;0.005848;"#dba600"
puspaswarna;0;1;1;75;0;1;1;1;0;0.654365;0.543492;0;"#00e3ff"
coups_of_hannie;0;1;1;350;0;1;1;1;0;0.582816;0.943467;0;"#c0c0c0"
oktayudhi;0;1;1;233;0;1;1;1;0;0.734395;0.422547;0;"#dba600"
goonjol;0;1;1;375;0;1;1;1;0;0.205616;0.779279;0;"#c0c0c0"
jawashitpost;1;0;1;375;0.004568;0;0;0;0;0.213211;0.799296;0;"#c0c0c0"
jojofleurs;0;1;1;376;0;1;1;1;0;0.737834;0.093164;0;"#c0c0c0"
janghyyun;1;0;1;376;0.004568;0;0;0;0;0.750663;0.083372;0;"#c0c0c0"
Jejak_4041;0;2;2;377;0;1;1;1;0;0.275982;0.868186;0.005848;"#c0c0c0"
FiinaDu;1;0;1;377;0.004568;0;0;0;0;0.26165;0.874293;0;"#c0c0c0"
txtdommm;1;0;1;377;0.004568;0;0;0;0;0.300628;0.872232;0;"#c0c0c0"
zavixa1;0;1;1;536;0;1;1;1;0;0.475495;0.492588;0;"#ffa584"
marebangdon;0;1;1;378;0;1;1;1;0;0.063716;0.477821;0;"#c0c0c0"
kabjagirl;1;0;1;378;0.004568;0;0;0;0;0.05697;0.465708;0;"#c0c0c0"
Eowync2025;0;1;1;287;0;1;1;1;0;0.280181;0.62026;0;"#babaaf"
etherealarah;0;1;1;379;0;1;1;1;0;0.548283;0.984205;0;"#c0c0c0"
seohoob;1;0;1;379;0.004568;0;0;0;0;0.533955;0.982486;0;"#c0c0c0"
skho_;0;1;1;380;0;1;1;1;0;0.822503;0.188583;0;"#c0c0c0"
bbywuyo_;1;0;1;380;0.004568;0;0;0;0;0.80862;0.17265;0;"#c0c0c0"
marq_mirza;0;1;1;287;0;1;1;1;0;0.707863;0.231266;0;"#babaaf"
ariefrasyad;0;2;2;359;0;1;1;1;0;0.355301;0.639704;0.005848;"#ff86ff"
BintangPrams;0;1;1;381;0;1;1;1;0;0.172181;0.82043;0;"#c0c0c0"
CurutBengak;1;0;1;381;0.004568;0;0;0;0;0.177463;0.808301;0;"#c0c0c0"
iwanalidarmawan;0;1;1;337;0;1;1;1;0;0.32736;0.711676;0;"#5d426a"
DjPrasetyo85;0;1;1;370;0;1;1;1;0;0.204578;0.602337;0;"#c0c0c0"
ThatSun510;0;11;11;558;0;2;0.923077;0.958333;0;0.843312;0.418119;0.05848;"#c0c0c0"
FirmanSentosa22;1;0;1;558;0.004568;0;0;0;0;0.84464;0.443424;0;"#c0c0c0"
StopPlandemit;1;0;1;558;0.004568;0;0;0;0;0.817219;0.446014;0;"#c0c0c0"
hanan052020;1;0;1;558;0.004568;0;0;0;0;0.841387;0.403062;0;"#c0c0c0"
dokter_kampung;1;0;1;558;0.004568;0;0;0;0;0.832432;0.427545;0;"#c0c0c0"
SumandoGaek;1;0;1;558;0.004568;0;0;0;0;0.867912;0.425247;0;"#c0c0c0"
inorii_yuzuriha;1;0;1;558;0.004568;0;0;0;0;0.83018;0.411482;0;"#c0c0c0"
withbysa;1;0;1;558;0.004568;0;0;0;0;0.818843;0.420374;0;"#c0c0c0"
LtdAkbar;1;1;2;558;0.004568;1;1;1;0;0.844241;0.389628;0.005848;"#c0c0c0"
Faraz_kepri;1;0;1;558;0.004568;0;0;0;0;0.854415;0.402681;0;"#c0c0c0"
daddyyuki;1;0;1;558;0.004568;0;0;0;0;0.858549;0.416038;0;"#c0c0c0"
Sadewa_39;1;0;1;558;0.004568;0;0;0;0;0.831158;0.440958;0;"#c0c0c0"
Wicaksono_J;0;1;1;382;0;1;1;1;0;0.640576;0.077059;0;"#c0c0c0"
Rhenald_Kasali;1;0;1;382;0.004568;0;0;0;0;0.649319;0.087979;0;"#c0c0c0"
ArekNdeso79;0;1;1;333;0;1;1;1;0;0.253569;0.337711;0;"#ff7b00"
syafii_zuhhad;0;2;2;233;0;1;1;1;0;0.593814;0.478566;0.005848;"#dba600"
catastrophbluez;0;1;1;383;0;1;1;1;0;0.169708;0.234469;0;"#c0c0c0"
pacaarmikasa;1;0;1;383;0.004568;0;0;0;0;0.156083;0.234497;0;"#c0c0c0"
dazzleah;0;1;1;384;0;2;0.666667;0.75;0;0.199434;0.880128;0;"#c0c0c0"
te_nago;0;1;1;359;0;1;1;1;0;0.831575;0.456404;0;"#ff86ff"
flinus23;0;5;5;344;0;1;1;1;0;0.331077;0.492432;0.023392;"#00c381"
antaranews;1;0;1;344;0.004568;0;0;0;0;0.280368;0.499162;0;"#00c381"
BBCIndonesia;1;0;1;344;0.004568;0;0;0;0;0.271062;0.507707;0;"#00c381"
cjakaa;0;1;1;385;0;1;1;1;0;0.941823;0.731831;0;"#c0c0c0"
yourbae;1;0;1;385;0.004568;0;0;0;0;0.933296;0.718548;0;"#c0c0c0"
theMALTEESE;0;1;1;386;0;1;1;1;0;0.133059;0.3705;0;"#c0c0c0"
TouristLintang;1;0;1;386;0.004568;0;0;0;0;0.141113;0.35837;0;"#c0c0c0"
ImamJumhuri;0;1;1;337;0;1;1;1;0;0.302818;0.655968;0;"#5d426a"
FlaAgung;0;1;1;246;0;1;1;1;0;0.554348;0.691839;0;"#35b3ff"
baladatemp81441;0;2;2;359;0;1;1;1;0;0.54027;0.519242;0.005848;"#ff86ff"
ethadisaputra;2;0;2;359;0.011459;0;0;0;0;0.544208;0.589766;0.005848;"#ff86ff"
necromanticcs;0;1;1;387;0;1;1;1;0;0.063637;0.38855;0;"#c0c0c0"
jogjamfs;1;0;1;387;0.004568;0;0;0;0;0.052073;0.395786;0;"#c0c0c0"
mootstiara;0;1;1;236;0;1;1;1;0;0.238347;0.798989;0;"#c0c0c0"
sedangpilek;0;1;1;236;0;1;1;1;0;0.249519;0.767931;0;"#c0c0c0"
eben_id;0;1;1;374;0;1;1;1;0;0.109435;0.519267;0;"#c0c0c0"
AhmadVaiz1;0;1;1;163;0;1;1;1;0;0.574168;0.370224;0;"#4d6400"
Shomad13649349;0;1;1;370;0;1;1;1;0;0.31191;0.545715;0;"#c0c0c0"
slametcorleone;0;1;1;158;0;1;1;1;0;0.649988;0.26968;0;"#853b22"
masalfi687;0;1;1;618;0;2;0.571429;0.625;0;0.641116;0.638594;0;"#ff56b5"
gg_02022020;8;3;11;618;0.036544;1;1;1;0.000001;0.610428;0.594438;0.05848;"#ff56b5"
danielomartinus;0;1;1;333;0;1;1;1;0;0.207758;0.439458;0;"#ff7b00"
BambangSetyadix;0;1;1;120;0;1;1;1;0;0.272425;0.447323;0;"#005c50"
Kimppang19;0;1;1;388;0;1;1;1;0;0.892908;0.240739;0;"#c0c0c0"
SahabatPlastik;1;0;1;388;0.004568;0;0;0;0;0.875224;0.225802;0;"#c0c0c0"
inspired_007;0;1;1;389;0;1;1;1;0;0.27181;0.171713;0;"#c0c0c0"
ardha_nuralfian;1;0;1;389;0.004568;0;0;0;0;0.25859;0.168601;0;"#c0c0c0"
arlandilandjono;0;1;1;337;0;1;1;1;0;0.323032;0.687956;0;"#5d426a"
sunfl0wers07;0;1;1;282;0;1;1;1;0;0.310257;0.587225;0;"#ff5166"
joko_wakwaw;0;10;10;414;0;2;0.916667;0.954545;0;0.281473;0.75936;0.052632;"#c0c0c0"
Mundiwangi4;1;0;1;414;0.004568;0;0;0;0;0.28582;0.773692;0;"#c0c0c0"
Momonsimomon;1;0;1;414;0.004568;0;0;0;0;0.307626;0.772137;0;"#c0c0c0"
Apry3j4;1;0;1;414;0.004568;0;0;0;0;0.298257;0.781916;0;"#c0c0c0"
Anti_Kadroenz;1;0;1;414;0.004568;0;0;0;0;0.307152;0.756611;0;"#c0c0c0"
Rizieq_Sangean;1;0;1;414;0.004568;0;0;0;0;0.262575;0.755053;0;"#c0c0c0"
PaijoKhentirr;1;0;1;414;0.004568;0;0;0;0;0.290914;0.749673;0;"#c0c0c0"
rudysirwi;1;0;1;414;0.004568;0;0;0;0;0.263556;0.737089;0;"#c0c0c0"
anthwf77;2;0;2;414;0.009136;0;0;0;0;0.250132;0.753445;0.005848;"#c0c0c0"
hybrids2022;0;1;1;75;0;2;0.666667;0.75;0;0.577624;0.595627;0;"#00e3ff"
KECHIG0R0;0;1;1;390;0;1;1;1;0;0.335923;0.907056;0;"#c0c0c0"
satsujinqi;1;0;1;390;0.004568;0;0;0;0;0.321619;0.892705;0;"#c0c0c0"
baim225;0;1;1;359;0;1;1;1;0;0.32395;0.654857;0;"#ff86ff"
Kanseulir;3;0;3;359;0.016027;0;0;0;0;0.369501;0.642577;0.011696;"#ff86ff"
PengamatFilm01;0;1;1;374;0;1;1;1;0;0.118298;0.561826;0;"#c0c0c0"
kkaneki__;0;1;1;158;0;1;1;1;0;0.661049;0.263719;0;"#853b22"
FebryKoh;1;0;1;75;0.100953;0;0;0;0;0.845015;0.522051;0;"#00e3ff"
SINDOnews;0;1;1;337;0;1;1;1;0;0.29396;0.645173;0;"#5d426a"
rizkinoviantiii;1;0;1;75;0.100953;0;0;0;0;0.826299;0.568517;0;"#00e3ff"
an46949;0;1;1;391;0;1;1;1;0;0.301726;0.944215;0;"#c0c0c0"
OposisiCerdas;2;0;2;391;0.009136;0;0;0;0;0.314296;0.948881;0.005848;"#c0c0c0"
keikberrie;0;1;1;392;0;1;1;1;0;0.884929;0.301515;0;"#c0c0c0"
jjajelly;1;0;1;392;0.004568;0;0;0;0;0.886218;0.287825;0;"#c0c0c0"
GEREJA_CATHOLIC;0;6;6;158;0;1;1;1;0;0.566018;0.309804;0.02924;"#853b22"
Sou_enfield;1;0;1;158;0.004568;0;0;0;0;0.617847;0.264143;0;"#853b22"
AlvinLenoire;1;0;1;158;0.004568;0;0;0;0;0.603915;0.261487;0;"#853b22"
madokafc1;1;0;1;158;0.004568;0;0;0;0;0.600248;0.249117;0;"#853b22"
yokattacca;0;1;1;393;0;1;1;1;0;0.516436;0.085633;0;"#c0c0c0"
astrxyvort;1;0;1;393;0.004568;0;0;0;0;0.491703;0.081978;0;"#c0c0c0"
PakeJari;0;6;6;813;0;1;1;1;0;0.157729;0.74495;0.02924;"#c0c0c0"
walangfighter;1;0;1;813;0.004568;0;0;0;0;0.158935;0.722499;0;"#c0c0c0"
maroncos;0;1;1;394;0;1;1;1;0;0.354947;0.065106;0;"#c0c0c0"
mardigu024;2;0;2;394;0.009136;0;0;0;0;0.379585;0.071507;0.005848;"#c0c0c0"
AirishRei;0;2;2;395;0;1;1;1;0;0.024743;0.344788;0.005848;"#c0c0c0"
anothawoo;1;0;1;395;0.004568;0;0;0;0;0.043721;0.35265;0;"#c0c0c0"
bucyoon;1;0;1;395;0.004568;0;0;0;0;0.029786;0.329757;0;"#c0c0c0"
sourilaand;0;1;1;396;0;1;1;1;0;0.906523;0.246403;0;"#c0c0c0"
typingcntik;1;0;1;396;0.004568;0;0;0;0;0.918597;0.244225;0;"#c0c0c0"
chillzicy;1;0;1;75;0.100953;0;0;0;0;0.829736;0.596004;0;"#00e3ff"
rohaendi;1;0;1;75;0.100953;0;0;0;0;0.857762;0.529297;0;"#00e3ff"
TheGametival;0;1;1;397;0;1;1;1;0;0.397366;0.98881;0;"#c0c0c0"
SeputarCA;1;0;1;397;0.004568;0;0;0;0;0.393016;0.974742;0;"#c0c0c0"
daffdav;0;1;1;536;0;1;1;1;0;0.424219;0.387293;0;"#ffa584"
staeebery;0;1;1;398;0;1;1;1;0;0.627654;0.082645;0;"#c0c0c0"
thvforsya;1;0;1;398;0.004568;0;0;0;0;0.636015;0.093989;0;"#c0c0c0"
Irhamku24262767;1;0;1;75;0.100953;0;0;0;0;0.797377;0.476251;0;"#00e3ff"
Leqehan;0;3;3;399;0;1;1;1;0;0.228301;0.285614;0.011696;"#c0c0c0"
THERlZZBOY;1;0;1;399;0.004568;0;0;0;0;0.235846;0.299289;0;"#c0c0c0"
darksungho;1;0;1;399;0.004568;0;0;0;0;0.235353;0.272154;0;"#c0c0c0"
subngho;1;0;1;399;0.004568;0;0;0;0;0.222815;0.309796;0;"#c0c0c0"
oacis__;0;1;1;400;0;1;1;1;0;0.807648;0.762092;0;"#c0c0c0"
spideyyvers;2;0;2;400;0.009136;0;0;0;0;0.79566;0.769152;0.005848;"#c0c0c0"
SimoTheSnyper;0;1;1;401;0;1;1;1;0;0.209835;0.89021;0;"#c0c0c0"
windyaazhr;1;0;1;401;0.004568;0;0;0;0;0.196747;0.896325;0;"#c0c0c0"
Vattani_famer98;0;1;1;402;0;1;1;1;0;0.493856;0;0;"#c0c0c0"
Bambangmulyonoo;1;0;1;402;0.004568;0;0;0;0;0.480996;0.003851;0;"#c0c0c0"
MehmetVSultan;0;1;1;618;0;1;1;1;0;0.764091;0.495985;0;"#ff56b5"
buterfly;0;1;1;536;0;1;1;1;0;0.340054;0.514225;0;"#ffa584"
jinsungchant;0;1;1;403;0;1;1;1;0;0.914108;0.43282;0;"#c0c0c0"
cuhanyong;1;0;1;403;0.004568;0;0;0;0;0.901955;0.424506;0;"#c0c0c0"
shda_agatha_;1;0;1;596;0.013862;0;0;0;0;0.777974;0.451522;0;"#dd99e5"
AlwaysWithSing;0;1;1;404;0;1;1;1;0;0.044348;0.709059;0;"#c0c0c0"
uput23;1;0;1;404;0.004568;0;0;0;0;0.054766;0.728898;0;"#c0c0c0"
ghniiy4;0;1;1;405;0;1;1;1;0;0.77564;0.20467;0;"#c0c0c0"
chesircat;1;0;1;405;0.004568;0;0;0;0;0.765725;0.197385;0;"#c0c0c0"
SIJHI23;0;1;1;536;0;1;1;1;0;0.548756;0.680003;0;"#ffa584"
eka_gendut;0;2;2;406;0;1;1;1;0;0.579749;0.135842;0.005848;"#c0c0c0"
ojolpetualang_;1;0;1;406;0.004568;0;0;0;0;0.572207;0.120487;0;"#c0c0c0"
Starlog20;0;2;2;536;0;1;1;1;0;0.373321;0.61076;0.005848;"#ffa584"
A3cull;1;0;1;536;0.004568;0;0;0;0;0.361521;0.669631;0;"#ffa584"
psi_id;3;0;3;246;0.013704;0;0;0;0;0.480885;0.53859;0.011696;"#35b3ff"
realfedinuril;6;0;6;246;0.03527;0;0;0;0;0.556494;0.45091;0.02924;"#35b3ff"
diehard;0;1;1;536;0;1;1;1;0;0.623426;0.512872;0;"#ffa584"
lunariawhisper;0;1;1;70;0;1;1;1;0;0.539831;0.121533;0;"#c0c0c0"
BlakkatM;0;2;2;94;0;1;1;1;0;0.782093;0.378307;0.005848;"#c0c0c0"
BetaEpsilonPhi;2;0;2;94;0.009136;0;0;0;0;0.736905;0.402095;0.005848;"#c0c0c0"
2_pisang16016;1;0;1;94;0.004568;0;0;0;0;0.819789;0.374126;0;"#c0c0c0"
jannahseeker99;0;1;1;233;0;1;1;1;0;0.683967;0.563957;0;"#dba600"
ollyvialaura;0;1;1;407;0;1;1;1;0;0.026657;0.498258;0;"#c0c0c0"
J97T5;1;0;1;407;0.004568;0;0;0;0;0.040565;0.502519;0;"#c0c0c0"
merseysideliv;0;3;3;282;0;1;1;1;0;0.282737;0.598399;0.011696;"#ff5166"
usabperning_;1;0;1;282;0.004568;0;0;0;0;0.231054;0.620145;0;"#ff5166"
SmudgeStan;1;0;1;282;0.004568;0;0;0;0;0.245801;0.626799;0;"#ff5166"
Albertmgk_;0;4;4;408;0;1;1;1;0;0.552647;0.903148;0.017544;"#c0c0c0"
muhd_azn;1;0;1;408;0.004568;0;0;0;0;0.53452;0.897246;0;"#c0c0c0"
zizan_ali;1;0;1;408;0.004568;0;0;0;0;0.526121;0.909916;0;"#c0c0c0"
justamaliamel;1;0;1;408;0.004568;0;0;0;0;0.565374;0.898172;0;"#c0c0c0"
giveawaykantry;1;0;1;408;0.004568;0;0;0;0;0.566239;0.924567;0;"#c0c0c0"
jiephamoon;0;1;1;409;0;1;1;1;0;0.893413;0.588669;0;"#c0c0c0"
Meowon96;1;0;1;409;0.004568;0;0;0;0;0.872188;0.597984;0;"#c0c0c0"
aruharubi_;0;2;2;410;0;1;1;1;0;0.713215;0.839973;0.005848;"#c0c0c0"
diptherium;1;0;1;410;0.004568;0;0;0;0;0.724394;0.826798;0;"#c0c0c0"
meerkatchorom;1;0;1;410;0.004568;0;0;0;0;0.690065;0.854086;0;"#c0c0c0"
GreenpeaceID;0;2;2;536;0;1;1;1;0;0.40294;0.482523;0.005848;"#ffa584"
celios_id;1;0;1;536;0.004568;0;0;0;0;0.35213;0.551137;0;"#ffa584"
nobluev;0;1;1;400;0;1;1;1;0;0.794785;0.782127;0;"#c0c0c0"
soetanbandaro;0;1;1;246;0;2;0.666667;0.75;0;0.32629;0.421588;0;"#35b3ff"
drytxts;0;1;1;411;0;1;1;1;0;0.234617;0.91087;0;"#c0c0c0"
stobeyif;1;0;1;411;0.004568;0;0;0;0;0.220848;0.900077;0;"#c0c0c0"
Meks68708765;0;4;4;337;0;1;1;1;0;0.477284;0.672612;0.017544;"#5d426a"
basuki_btp;1;0;1;337;0.004568;0;0;0;0;0.460846;0.749549;0;"#5d426a"
duniabulat5;2;0;2;337;0.009136;0;0;0;0;0.440073;0.743734;0.005848;"#5d426a"
ixcung;0;2;2;412;0;1;1;1;0;0.858724;0.296671;0.005848;"#c0c0c0"
chenleu;1;0;1;412;0.004568;0;0;0;0;0.860465;0.311553;0;"#c0c0c0"
jisungparb;1;0;1;412;0.004568;0;0;0;0;0.844045;0.295706;0;"#c0c0c0"
Mieju;0;4;4;578;0;1;1;1;0;0.251137;0.246219;0.017544;"#c0c0c0"
Jenulee;1;0;1;578;0.004568;0;0;0;0;0.238651;0.24169;0;"#c0c0c0"
wildanfird15;0;2;2;158;0;1;1;1;0;0.406042;0.228427;0.005848;"#853b22"
GuruGembull;2;0;2;158;0.009136;0;0;0;0;0.488007;0.253294;0.005848;"#853b22"
adedenis_;2;0;2;158;0.009136;0;0;0;0;0.353936;0.221027;0.005848;"#853b22"
yasrosyadi;0;1;1;359;0;1;1;1;0;0.380679;0.699524;0;"#ff86ff"
bachrum_achmadi;2;0;2;359;0.011459;0;0;0;0;0.418075;0.670239;0.005848;"#ff86ff"
