"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"KASAYANTO","@Kasayanto_","2024-10-22T05:38:14.000Z","Tenang aja banyak duid kok ...","0","0","0","47","[]","[]","https://x.com/Kasayanto_/status/1848599723525214687","tweet_id:1848599723525214687","['@revolutia']"
"Rizki Salminen","@tilehopper","2024-10-22T03:18:13.000Z","she provide assistance buat penghapusan mandatory spending kesehatan dan pengen push penghapusan mandatory spending pendidikan. 

Belum lagi wacana kenaikan PPN 12% sebenernya bentuk kegagalan badan keuangan negara dalam mengelola dan mengumpulkan pajak. There are better policy","10","35","289","54K","[]","[]","https://x.com/tilehopper/status/1848564487621906492","tweet_id:1848564487621906492","['@blisscotheque']"
"Quas, Wex, Exort⃤ 𓂀","@Scouting4you","2024-10-22T01:39:14.000Z","betul pak, belum lagi nanti kalo kebijakan ppn 12% dan tapera udh berlaku. UMKM makin sepiii ","1","0","0","18","[]","[]","https://x.com/Scouting4you/status/1848539579349143982","tweet_id:1848539579349143982","['@TradingDiary2']"
"wicha","@missteepsyy","2024-10-22T00:50:23.000Z","jangan mau kemakan gimik penjahat HAM dan pendukung orba ia gusy. gaji lu noh dipotong tapera + PPn 12%.","0","0","0","212","[]","[]","https://x.com/missteepsyy/status/1848527285714079779","tweet_id:1848527285714079779","['@kochengfs']"
"Yun","@urmyfavicebear","2024-10-21T16:24:08.000Z","Gue gk siap karena sebentar lagi ada Tapera dan ppn 12%, menuju Yunika semakin yakin untuk tinggal dan belajar di............... ","0","0","0","11","[]","[]","https://x.com/urmyfavicebear/status/1848399884170461478","tweet_id:1848399884170461478","[]"
"sha","@geminifourthz","2024-10-21T13:55:02.000Z","itu duit tapera sm ppn 12% hrsnya masuk ke kantong nut","1","0","0","502","[]","[]","https://x.com/geminifourthz/status/1848362361947832473","tweet_id:1848362361947832473","[]"
"Trevor13","@trevoria13","2024-10-21T13:40:07.000Z","Drpd pusing mikirin tapera, ppn 12%, mending nyiksa diri pake fromsoft game aja Stellar blade bukan fromsoft game tapi kayanya bkl beli jga ","1","0","2","2K","[]","[]","https://x.com/trevoria13/status/1848358609153060995","tweet_id:1848358609153060995","[]"
"Bandar Tahu & Kopi","@darmantahu","2024-10-21T13:24:27.000Z","semoga di awal 2025 ada prahara ekonomi yg dahsyat ! (dampak ppn 12%)","0","0","1","47","[]","[]","https://x.com/darmantahu/status/1848354665085424062","tweet_id:1848354665085424062","['@vaniepink']"
"fa.","@yutopiiia","2024-10-21T13:21:34.000Z","Langganan iqiyi, youku, wetv setahun dari tahun ini biar ga kena pajak ppn 12% dan ga mikir lg mau langganan apa engga soalnya tahun depan harus frugal living","0","0","0","93","[]","[]","https://x.com/yutopiiia/status/1848353940318126551","tweet_id:1848353940318126551","['@yutopiiia']"
"iNews","@officialinews_","2024-10-21T12:54:17.000Z","Kemenkeu Jamin PPN 12 Persen Berlaku 1 Januari 2025","0","0","2","1.6K","[]","[]","https://x.com/officialinews_/status/1848347072531141054","tweet_id:1848347072531141054","['@hnirankara']"
"Umat Akhir Zaman","@UmatAkhirZama15","2024-10-21T12:46:46.000Z","Baiklah. Kalo gitu lo tahun depan kena Ppn 12%,iuran wajib tapera, bensin pertalite dihapus jangan nangis lo yah","0","0","0","132","[]","[]","https://x.com/UmatAkhirZama15/status/1848345182678503912","tweet_id:1848345182678503912","['@KwetiawJozz']"
"Esti","@conquerme","2024-10-21T12:06:28.000Z","Airlangga semoga, udah kesel bgt gegara PPN 12% ","0","0","2","491","[]","[]","https://x.com/conquerme/status/1848335038762594496","tweet_id:1848335038762594496","['@om_AL1802']"
"borrowing heaven","@fulltimeoor","2024-10-21T11:05:44.000Z","yah equal lah sama org dewasa yg nanggung ppn 12 persen sama tapera ","0","0","0","83","[]","[]","https://x.com/fulltimeoor/status/1848319756539150340","tweet_id:1848319756539150340","['@fulltimeoor']"
"jeko","@eyehategutz","2024-10-21T09:47:44.000Z","“nah suud monto gen bahas politik yg penting jani megae kanti sugih”

noh amah potong tapera & ppn 12% engken ci kel sugih lengeh","0","0","2","119","[]","[]","https://x.com/eyehategutz/status/1848300127410368798","tweet_id:1848300127410368798","[]"
"•oO","@drofxoni","2024-10-21T09:45:40.000Z","Sama, berharap yang terbaik, tapi visi misinya berkelanjutan. Udah ketok palu PPN 12% dimulai taun depan :""","0","0","1","715","[]","[]","https://x.com/drofxoni/status/1848299607295754580","tweet_id:1848299607295754580","['@ufuffufff', '@famajiid']"
"엘","@cheongryn","2024-10-21T09:44:41.000Z","gws tahun depan ppn 12% x.com/musyihab/statu
…","0","0","0","61","[]","[]","https://x.com/cheongryn/status/1848299357033893943","tweet_id:1848299357033893943","[]"
"Roy","@roy1alien","2024-10-21T09:21:00.000Z","Menteri ada 48 (dari sblmnya 34) tapi Wamen ada 56? Lalu program makan gratis 1,2T per hari?

Wallahualam, semoga anggarannya cukup tanpa PPN 12% & wacana Tapera","0","0","0","134","[]","[]","https://x.com/roy1alien/status/1848293399809728922","tweet_id:1848293399809728922","['@e100ss']"
"Pajak.com","@pajakcom","2024-10-21T09:00:00.000Z","Wakil Ketua MPR Minta Presiden Prabowo Tunda Kenaikan PPN 12% di 2025","0","0","0","74","[]","[]","https://x.com/pajakcom/status/1848288115175129174","tweet_id:1848288115175129174","[]"
"Quas, Wex, Exort⃤ 𓂀","@Scouting4you","2024-10-21T08:50:59.000Z","Yg ada makin susah, apalagi kalo kebijakan tapera dan ppn 12% udh berlaku. Makin suram.","0","0","0","45","[]","[]","https://x.com/Scouting4you/status/1848285843682902195","tweet_id:1848285843682902195","[]"
"tegie santoso","@ajotegie","2024-10-21T08:36:17.000Z","Pembuktiannya cuma satu, batalkan ppn 12% ...","0","0","0","25","[]","[]","https://x.com/ajotegie/status/1848282145569304581","tweet_id:1848282145569304581","['@iwanfals']"
"M","@moeniccca","2024-10-21T08:01:08.000Z","PPN 12% dan Tapera 2.5% oke gas oke gas","0","0","0","50","[]","[]","https://x.com/moeniccca/status/1848273301367615824","tweet_id:1848273301367615824","['@sorceressmyr']"
"#PajakKitaUntukKita","@kring_pajak","2024-10-21T06:39:28.000Z","Sementara terkati dengan aturan PPN yg mulai berlaku paling lambat pada tanggal 1 Januari 2025 sesuai UU No 8 tahun 1983 stdtd UU no 7 tahun 2021, Pasal 7 ayat (1), adalah tarif PPN 12%.
(2/2)
Tks*Fyah","0","0","0","110","[]","[]","https://x.com/kring_pajak/status/1848252748455915557","tweet_id:1848252748455915557","['@Yosheko888', '@kring_pajak']"
"@si.oyen.2024","@si.oyen.2024","2024-10-21T06:32:36.000Z","Sabar. PPN 12% masih 11 hari 2 bulan lagi :)))","0","0","0","28","[]","[]","https://x.com/si_oy3n_2024/status/1848251017890243019","tweet_id:1848251017890243019","['@unmagnetism']"
"FORTUNE Indonesia","@Fortune_IDN","2024-10-21T06:27:34.000Z","Ini Aturan Barang Terdampak Kenaikan PPN 12 Persen per 1 Januari 2025","0","1","0","38","[]","[]","https://x.com/Fortune_IDN/status/1848249752238146004","tweet_id:1848249752238146004","[]"
"Chi-fuyu","@sarjanashopeee","2024-10-21T05:10:13.000Z","Hadeh… nek iling januari PPN 12%, mung pingin ngucap kuontolll","0","0","0","50","[]","[]","https://x.com/sarjanashopeee/status/1848230288087994709","tweet_id:1848230288087994709","['@kacang_godhog']"
"cozyzone","@cozyzone666","2024-10-21T04:25:54.000Z","Bpk PPN 12%","0","0","0","21","[]","[]","https://x.com/cozyzone666/status/1848219132225036726","tweet_id:1848219132225036726","['@jokowi', '@inilahdotcom']"
"cozyzone","@cozyzone666","2024-10-21T04:25:25.000Z","Bpk PPN 12%","0","0","0","205","[]","[]","https://x.com/cozyzone666/status/1848219014243532906","tweet_id:1848219014243532906","['@jokowi', '@inilahdotcom', '@AKamjaya']"
