"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"Ninda","@nin_hychan","2024-12-30T10:58:02.000Z","Buang tenaga, waktu, duit aja buat orang useless gtu yaIya lebih baik nabung nih buat konser tahun depan secara ppn 12% ","0","0","0","41","[]","[]","https://x.com/nin_hychan/status/1873684969329234342","tweet_id:1873684969329234342","['@maysluxnoctis']"
"Adili Jokowi","@chardbandung","2024-12-30T10:57:49.000Z","Membiarkan ppn 12% warisan si mulyono melenggang menghempas perut rakyat, sdh bs diduga KEJAHATAN PEMBIARAN   ","0","0","0","33","[]","['@geloraco', '@Gerindra', '@akbarfaizal68', '@feriamsari']","https://x.com/chardbandung/status/1873684912768995779","tweet_id:1873684912768995779","['@prabowo', '@KompasTV', '@HsThinker']"
"dyy","@dyy_ahh","2024-12-30T10:56:44.000Z","ppn 12% mulai terasa, harga kopken naik 2ribuan","0","0","0","59","[]","[]","https://x.com/dyy_ahh/status/1873684641301094658","tweet_id:1873684641301094658","[]"
"elly.","@ellycoIe","2024-12-30T10:55:43.000Z","Hahaha lucu banget sih kakak inka. Gampang sih kalau mau panen amarah bilang aja ppn 12% berlaku besok, pasti udah langsung panen melimpah. Kakak kerjaa? Di malam tahun baru? Malam tahun baru banget kak?","1","0","0","56","[]","[]","https://x.com/ellycoIe/status/1873684387218563190","tweet_id:1873684387218563190","['@marienjka']"
"Justo","@M3di4Upd4t3","2024-12-30T10:55:36.000Z","Ketika penderitaan rakyat semakin tak tertahankan jelang kenaikan PPN 12% 
Sekelompok keluarga pengkhianat para para orang-orang gila.
*Gila harta, Gila jabatan*
Berpesta sebelum mereka mereka mendekam di penjara!#TumpasKorupsiEdan#TumpasKorupsiEdan#GantungHakimEkoAryanto","6","11","16","740","['#TumpasKorupsiEdan', '#TumpasKorupsiEdan', '#GantungHakimEkoAryanto']","[]","https://x.com/M3di4Upd4t3/status/1873684354469441575","tweet_id:1873684354469441575","[]"
"Anti_Oligarki","@CakraAjiPS","2024-12-30T10:55:17.000Z","di Platform pale lu peyang. ga liat tivi apa semua akademisi bersuara, mahasiswa demo?  Otak lu mmg gak bakal nyampe ngitung sebrp besar efek domino akibat ppn 12%. Otak lu cuman nyampe gimn cara dapat duit dr ngebuzzer","0","0","0","59","[]","[]","https://x.com/CakraAjiPS/status/1873684276400808089","tweet_id:1873684276400808089","['@Ndrewstjan']"
"Inspektur Rangers Indonesia 48","@MSena060","2024-12-30T10:55:11.000Z","WGM dan sekaligus Tulang punggung Greshan family kena dampak ppn 12 persen. Semangat ci shani","0","0","3","530","[]","[]","https://x.com/MSena060/status/1873684251050389841","tweet_id:1873684251050389841","['@shanophile']"
"BerisikAlay","@AlayBerisik","2024-12-30T10:54:29.000Z","Udahlah takk payahh banyak drama ..dulu Lo yang jualan jokowiii... Karena udah gakk ada jatahh proyekk ,komisi proyekk sibukkk sana sini, kalian kalo berkuasa macam malingggg,semuanyaa diketok palu ,PPN 12% yang ketok palu juga partai bangsaat kayakk kalian..mau drama apalagii","0","0","1","31","[]","[]","https://x.com/AlayBerisik/status/1873684076580016351","tweet_id:1873684076580016351","['@riekediahp']"
"someone like me","@ddulkhab","2024-12-30T10:54:06.000Z","ga worth it.. mending pindah luar negri nder.. ppn 12%","0","0","0","17","[]","[]","https://x.com/ddulkhab/status/1873683977242038409","tweet_id:1873683977242038409","['@tanyarlfes']"
"Rega","@keivjs","2024-12-30T10:53:43.000Z","1990 kl kena ppn 12% jd brp ken","1","0","0","18","[]","[]","https://x.com/keivjs/status/1873683882752741875","tweet_id:1873683882752741875","['@djotogame']"
