"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"oscar aiesec","@halfaexa","2025-03-07T08:07:14.000Z","heran kenapa gak ada instansi selain kemenpanrb yang ngasih penjelasan tambahan atau surat resmi terkait tanggal pengangkatan. persis kaya pas ppn 12%, gak jelas kabeh","0","0","0","67","[]","[]","https://x.com/halfaexa/status/1897921973080203277","tweet_id:1897921973080203277","[]"
"Bukan Keluarga Samsul","@fupufafa","2025-03-07T06:11:50.000Z","Bawa fotocopy KK dan asli, fotocopy KTP dan asli, surat keterangan miskin dari RT/RW, kelurahan setempat, SKCK, wajib punya BPJS, NPWP dan dikenakan PPH 21, PPN 12%. Estimasi proses persetujuan sekitar 14-30 hari kerja atau setelah lebaran berakhir ","0","0","0","165","[]","[]","https://x.com/fupufafa/status/1897892930167472174","tweet_id:1897892930167472174","['@Gerindra', '@amareguzel', '@Kemenag_RI']"
"#PajakKitaUntukKita","@kring_pajak","2025-03-07T04:55:16.000Z","Hai, Kak.
Untuk Faktur Pajak dengan kode 09 yang menggunakan DPP Nilai Lain, berikut perhitungannya.
DPP = 11/12 x  Harga Jual/Penggantian; dan PPN = 12% x DPP.
Sehingga nilai PPN adalah sebesar 12% x 11/12 dari Harga Jual/Penggantian.
Tks*Ilah","1","0","0","189","[]","[]","https://x.com/kring_pajak/status/1897873662323441797","tweet_id:1897873662323441797","['@exofspace']"
"","@bamgyuup","2025-03-07T04:32:17.000Z","bagaimana bisa belum selesai dirinya muncul lady leora langsung terpincut dengan temannya, tch mendokuse. “kalo bawa pulang akan kena ppn 12% ya, lady.""","1","0","0","58","[]","[]","https://x.com/bamgyuup/status/1897867876977328547","tweet_id:1897867876977328547","['@pailiiu']"
"","@RunIvor","2025-03-07T04:19:56.000Z","Supaya budget ga dikurangi pemerenta, ya kudu berisik 
Inget PPN 12? Last minute diubah pake akrobat karna rakyat busing banget, sampai ke paduka. 
Menurut gw, kita ga bs berisik terus ke semua hal, paling beberapa aja.","1","0","0","49","[]","[]","https://x.com/RunIvor/status/1897864769379746224","tweet_id:1897864769379746224","['@RunIvor']"
"","@RunIvor","2025-03-07T04:05:37.000Z","Kira2 ini langkah pemerintah on survival mode
- naikin pajak (PPN 12}
- sewain lahan (kasih konsesi lahan)
- pentung2in yg ngutang (coretax)
- baik2in  yg ngasi hutang bunga lunak 
- kurangi duit keluar (ga jadi/tunda rekrut ASN PPPK, penghematan anggaran)","1","0","0","204","[]","[]","https://x.com/RunIvor/status/1897861168779477255","tweet_id:1897861168779477255","['@RunIvor']"
"lisa ☆","@zaynestrawberry","2025-03-07T03:20:22.000Z","sedih bgt kykny bos jg kena ppn 12% ya syg","0","0","0","27","[]","[]","https://x.com/zaynestrawberry/status/1897849779922899111","tweet_id:1897849779922899111","['@mep_mephisto']"
"15","@dinris15","2025-03-07T01:44:30.000Z","Ppn 12%
Lpg melon 3 kg mau dihapus dr pengecer
Bbm gak murni

Ada lagi?","3","0","11","1.1K","[]","[]","https://x.com/dinris15/status/1897825655532011683","tweet_id:1897825655532011683","['@Flashdllah']"
"er.ta","@amertaism","2025-03-07T01:01:32.000Z","shitttt, jadi kalo PPN 12% middle class kita bakal dapet gratis listrik selama beberapa bulan?","0","0","0","80","[]","[]","https://x.com/amertaism/status/1897814840032608348","tweet_id:1897814840032608348","[]"
"","@RunIvor","2025-03-06T20:23:35.000Z","PPN 12%, coretax, danantara, gw liat sih pemerintah yg sekarang BU ya, entah karna pemerintah sebelumnya spending ugal ugalan, atau emang pendapatan negara berkurang. 
Either way, we're doomed.","2","12","90","5.4K","[]","[]","https://x.com/RunIvor/status/1897744894598447198","tweet_id:1897744894598447198","['@KemenkeuRI', '@txtdaritaxpayer']"
